
 ini     :  R, NV =   6, MO =  4
 *******************************************************
     I   COEFFICIENT             ORDER   EXPONENTS
   179   5.0000000000000000E-01    4     0 1  1 0  1 1
   180   2.5000000000000000E-01    4     0 0  2 0  1 1
   181   5.0000000000000000E-01    4     1 0  0 1  1 1
   182   5.0000000000000000E-01    4     0 1  0 1  1 1
   183   5.0000000000000000E-01    4     0 0  1 1  1 1
   184   2.5000000000000000E-01    4     0 0  0 2  1 1
   185   2.5000000000000000E-01    4     1 0  0 0  2 1
   186   2.5000000000000000E-01    4     0 1  0 0  2 1
   187   2.5000000000000000E-01    4     0 0  1 0  2 1
   188   2.5000000000000000E-01    4     0 0  0 1  2 1
   189   8.3333333333333329E-02    4     0 0  0 0  3 1
   190   1.2500000000000000E-01    4     2 0  0 0  0 2
   191   2.5000000000000000E-01    4     1 1  0 0  0 2
   192   1.2500000000000000E-01    4     0 2  0 0  0 2
   193   2.5000000000000000E-01    4     1 0  1 0  0 2
   194   2.5000000000000000E-01    4     0 1  1 0  0 2
   195   1.2500000000000000E-01    4     0 0  2 0  0 2
   196   2.5000000000000000E-01    4     1 0  0 1  0 2
   197   2.5000000000000000E-01    4     0 1  0 1  0 2
   198   2.5000000000000000E-01    4     0 0  1 1  0 2
   199   1.2500000000000000E-01    4     0 0  0 2  0 2
   200   2.5000000000000000E-01    4     1 0  0 0  1 2
   201   2.5000000000000000E-01    4     0 1  0 0  1 2
   202   2.5000000000000000E-01    4     0 0  1 0  1 2
   203   2.5000000000000000E-01    4     0 0  0 1  1 2
   204   1.2500000000000000E-01    4     0 0  0 0  2 2
   205   8.3333333333333329E-02    4     1 0  0 0  0 3
   206   8.3333333333333329E-02    4     0 1  0 0  0 3
   207   8.3333333333333329E-02    4     0 0  1 0  0 3
   208   8.3333333333333329E-02    4     0 0  0 1  0 3
   209   8.3333333333333329E-02    4     0 0  0 0  1 3
   210   2.0833333333333332E-02    4     0 0  0 0  0 4

 asin    :  R, NV =   6, MO =  4
 *******************************************************
     I   COEFFICIENT             ORDER   EXPONENTS
     1   5.2359877559829882E-01    0     0 0  0 0  0 0
     2   1.0000000000000002E+00    1     1 0  0 0  0 0
     3   1.0000000000000002E+00    1     0 1  0 0  0 0
     4   1.0000000000000002E+00    1     0 0  1 0  0 0
     5   1.0000000000000002E+00    1     0 0  0 1  0 0
     6   1.0000000000000002E+00    1     0 0  0 0  1 0
     7   1.0000000000000002E+00    1     0 0  0 0  0 1
     8   1.6653345369377348E-16    2     2 0  0 0  0 0
     9   3.3306690738754696E-16    2     1 1  0 0  0 0
    10   1.6653345369377348E-16    2     0 2  0 0  0 0
    11   3.3306690738754696E-16    2     1 0  1 0  0 0
    12   3.3306690738754696E-16    2     0 1  1 0  0 0
    13   1.6653345369377348E-16    2     0 0  2 0  0 0
    14   3.3306690738754696E-16    2     1 0  0 1  0 0
    15   3.3306690738754696E-16    2     0 1  0 1  0 0
    16   3.3306690738754696E-16    2     0 0  1 1  0 0
    17   1.6653345369377348E-16    2     0 0  0 2  0 0
    18   3.3306690738754696E-16    2     1 0  0 0  1 0
    19   3.3306690738754696E-16    2     0 1  0 0  1 0
    20   3.3306690738754696E-16    2     0 0  1 0  1 0
    21   3.3306690738754696E-16    2     0 0  0 1  1 0
    22   1.6653345369377348E-16    2     0 0  0 0  2 0
    23   3.3306690738754696E-16    2     1 0  0 0  0 1
    24   3.3306690738754696E-16    2     0 1  0 0  0 1
    25   3.3306690738754696E-16    2     0 0  1 0  0 1
    26   3.3306690738754696E-16    2     0 0  0 1  0 1
    27   3.3306690738754696E-16    2     0 0  0 0  1 1
    28   1.6653345369377348E-16    2     0 0  0 0  0 2
    29   1.6653345369377348E-16    3     3 0  0 0  0 0
    30   4.4408920985006262E-16    3     2 1  0 0  0 0
    31   4.4408920985006262E-16    3     1 2  0 0  0 0
    32   1.6653345369377348E-16    3     0 3  0 0  0 0
    33   4.4408920985006262E-16    3     2 0  1 0  0 0
    34   8.8817841970012523E-16    3     1 1  1 0  0 0
    35   4.4408920985006262E-16    3     0 2  1 0  0 0
    36   4.4408920985006262E-16    3     1 0  2 0  0 0
    37   4.4408920985006262E-16    3     0 1  2 0  0 0
    38   1.6653345369377348E-16    3     0 0  3 0  0 0
    39   4.4408920985006262E-16    3     2 0  0 1  0 0
    40   8.8817841970012523E-16    3     1 1  0 1  0 0
    41   4.4408920985006262E-16    3     0 2  0 1  0 0
    42   8.8817841970012523E-16    3     1 0  1 1  0 0
    43   8.8817841970012523E-16    3     0 1  1 1  0 0
    44   4.4408920985006262E-16    3     0 0  2 1  0 0
    45   4.4408920985006262E-16    3     1 0  0 2  0 0
    46   4.4408920985006262E-16    3     0 1  0 2  0 0
    47   4.4408920985006262E-16    3     0 0  1 2  0 0
    48   1.6653345369377348E-16    3     0 0  0 3  0 0
    49   4.4408920985006262E-16    3     2 0  0 0  1 0
    50   8.8817841970012523E-16    3     1 1  0 0  1 0
    51   4.4408920985006262E-16    3     0 2  0 0  1 0
    52   8.8817841970012523E-16    3     1 0  1 0  1 0
    53   8.8817841970012523E-16    3     0 1  1 0  1 0
    54   4.4408920985006262E-16    3     0 0  2 0  1 0
    55   8.8817841970012523E-16    3     1 0  0 1  1 0
    56   8.8817841970012523E-16    3     0 1  0 1  1 0
    57   8.8817841970012523E-16    3     0 0  1 1  1 0
    58   4.4408920985006262E-16    3     0 0  0 2  1 0
    59   4.4408920985006262E-16    3     1 0  0 0  2 0
    60   4.4408920985006262E-16    3     0 1  0 0  2 0
    61   4.4408920985006262E-16    3     0 0  1 0  2 0
    62   4.4408920985006262E-16    3     0 0  0 1  2 0
    63   1.6653345369377348E-16    3     0 0  0 0  3 0
    64   4.4408920985006262E-16    3     2 0  0 0  0 1
    65   8.8817841970012523E-16    3     1 1  0 0  0 1
    66   4.4408920985006262E-16    3     0 2  0 0  0 1
    67   8.8817841970012523E-16    3     1 0  1 0  0 1
    68   8.8817841970012523E-16    3     0 1  1 0  0 1
    69   4.4408920985006262E-16    3     0 0  2 0  0 1
    70   8.8817841970012523E-16    3     1 0  0 1  0 1
    71   8.8817841970012523E-16    3     0 1  0 1  0 1
    72   8.8817841970012523E-16    3     0 0  1 1  0 1
    73   4.4408920985006262E-16    3     0 0  0 2  0 1
    74   8.8817841970012523E-16    3     1 0  0 0  1 1
    75   8.8817841970012523E-16    3     0 1  0 0  1 1
    76   8.8817841970012523E-16    3     0 0  1 0  1 1
    77   8.8817841970012523E-16    3     0 0  0 1  1 1
    78   4.4408920985006262E-16    3     0 0  0 0  2 1
    79   4.4408920985006262E-16    3     1 0  0 0  0 2
    80   4.4408920985006262E-16    3     0 1  0 0  0 2
    81   4.4408920985006262E-16    3     0 0  1 0  0 2
    82   4.4408920985006262E-16    3     0 0  0 1  0 2
    83   4.4408920985006262E-16    3     0 0  0 0  1 2
    84   1.6653345369377348E-16    3     0 0  0 0  0 3
    85   1.6653345369377348E-16    4     4 0  0 0  0 0
    86   6.6613381477509392E-16    4     3 1  0 0  0 0
    87   8.8817841970012523E-16    4     2 2  0 0  0 0
    88   6.6613381477509392E-16    4     1 3  0 0  0 0
    89   1.6653345369377348E-16    4     0 4  0 0  0 0
    90   6.6613381477509392E-16    4     3 0  1 0  0 0
    91   1.7763568394002505E-15    4     2 1  1 0  0 0
    92   1.7763568394002505E-15    4     1 2  1 0  0 0
    93   6.6613381477509392E-16    4     0 3  1 0  0 0
    94   8.8817841970012523E-16    4     2 0  2 0  0 0
    95   1.7763568394002505E-15    4     1 1  2 0  0 0
    96   8.8817841970012523E-16    4     0 2  2 0  0 0
    97   6.6613381477509392E-16    4     1 0  3 0  0 0
    98   6.6613381477509392E-16    4     0 1  3 0  0 0
    99   1.6653345369377348E-16    4     0 0  4 0  0 0
   100   6.6613381477509392E-16    4     3 0  0 1  0 0
   101   1.7763568394002505E-15    4     2 1  0 1  0 0
   102   1.7763568394002505E-15    4     1 2  0 1  0 0
   103   6.6613381477509392E-16    4     0 3  0 1  0 0
   104   1.7763568394002505E-15    4     2 0  1 1  0 0
   105   3.5527136788005009E-15    4     1 1  1 1  0 0
   106   1.7763568394002505E-15    4     0 2  1 1  0 0
   107   1.7763568394002505E-15    4     1 0  2 1  0 0
   108   1.7763568394002505E-15    4     0 1  2 1  0 0
   109   6.6613381477509392E-16    4     0 0  3 1  0 0
   110   8.8817841970012523E-16    4     2 0  0 2  0 0
   111   1.7763568394002505E-15    4     1 1  0 2  0 0
   112   8.8817841970012523E-16    4     0 2  0 2  0 0
   113   1.7763568394002505E-15    4     1 0  1 2  0 0
   114   1.7763568394002505E-15    4     0 1  1 2  0 0
   115   8.8817841970012523E-16    4     0 0  2 2  0 0
   116   6.6613381477509392E-16    4     1 0  0 3  0 0
   117   6.6613381477509392E-16    4     0 1  0 3  0 0
   118   6.6613381477509392E-16    4     0 0  1 3  0 0
   119   1.6653345369377348E-16    4     0 0  0 4  0 0
   120   6.6613381477509392E-16    4     3 0  0 0  1 0
   121   1.7763568394002505E-15    4     2 1  0 0  1 0
   122   1.7763568394002505E-15    4     1 2  0 0  1 0
   123   6.6613381477509392E-16    4     0 3  0 0  1 0
   124   1.7763568394002505E-15    4     2 0  1 0  1 0
   125   3.5527136788005009E-15    4     1 1  1 0  1 0
   126   1.7763568394002505E-15    4     0 2  1 0  1 0
   127   1.7763568394002505E-15    4     1 0  2 0  1 0
   128   1.7763568394002505E-15    4     0 1  2 0  1 0
   129   6.6613381477509392E-16    4     0 0  3 0  1 0
   130   1.7763568394002505E-15    4     2 0  0 1  1 0
   131   3.5527136788005009E-15    4     1 1  0 1  1 0
   132   1.7763568394002505E-15    4     0 2  0 1  1 0
   133   3.5527136788005009E-15    4     1 0  1 1  1 0
   134   3.5527136788005009E-15    4     0 1  1 1  1 0
   135   1.7763568394002505E-15    4     0 0  2 1  1 0
   136   1.7763568394002505E-15    4     1 0  0 2  1 0
   137   1.7763568394002505E-15    4     0 1  0 2  1 0
   138   1.7763568394002505E-15    4     0 0  1 2  1 0
   139   6.6613381477509392E-16    4     0 0  0 3  1 0
   140   8.8817841970012523E-16    4     2 0  0 0  2 0
   141   1.7763568394002505E-15    4     1 1  0 0  2 0
   142   8.8817841970012523E-16    4     0 2  0 0  2 0
   143   1.7763568394002505E-15    4     1 0  1 0  2 0
   144   1.7763568394002505E-15    4     0 1  1 0  2 0
   145   8.8817841970012523E-16    4     0 0  2 0  2 0
   146   1.7763568394002505E-15    4     1 0  0 1  2 0
   147   1.7763568394002505E-15    4     0 1  0 1  2 0
   148   1.7763568394002505E-15    4     0 0  1 1  2 0
   149   8.8817841970012523E-16    4     0 0  0 2  2 0
   150   6.6613381477509392E-16    4     1 0  0 0  3 0
   151   6.6613381477509392E-16    4     0 1  0 0  3 0
   152   6.6613381477509392E-16    4     0 0  1 0  3 0
   153   6.6613381477509392E-16    4     0 0  0 1  3 0
   154   1.6653345369377348E-16    4     0 0  0 0  4 0
   155   6.6613381477509392E-16    4     3 0  0 0  0 1
   156   1.7763568394002505E-15    4     2 1  0 0  0 1
   157   1.7763568394002505E-15    4     1 2  0 0  0 1
   158   6.6613381477509392E-16    4     0 3  0 0  0 1
   159   1.7763568394002505E-15    4     2 0  1 0  0 1
   160   3.5527136788005009E-15    4     1 1  1 0  0 1
   161   1.7763568394002505E-15    4     0 2  1 0  0 1
   162   1.7763568394002505E-15    4     1 0  2 0  0 1
   163   1.7763568394002505E-15    4     0 1  2 0  0 1
   164   6.6613381477509392E-16    4     0 0  3 0  0 1
   165   1.7763568394002505E-15    4     2 0  0 1  0 1
   166   3.5527136788005009E-15    4     1 1  0 1  0 1
   167   1.7763568394002505E-15    4     0 2  0 1  0 1
   168   3.5527136788005009E-15    4     1 0  1 1  0 1
   169   3.5527136788005009E-15    4     0 1  1 1  0 1
   170   1.7763568394002505E-15    4     0 0  2 1  0 1
   171   1.7763568394002505E-15    4     1 0  0 2  0 1
   172   1.7763568394002505E-15    4     0 1  0 2  0 1
   173   1.7763568394002505E-15    4     0 0  1 2  0 1
   174   6.6613381477509392E-16    4     0 0  0 3  0 1
   175   1.7763568394002505E-15    4     2 0  0 0  1 1
   176   3.5527136788005009E-15    4     1 1  0 0  1 1
   177   1.7763568394002505E-15    4     0 2  0 0  1 1
   178   3.5527136788005009E-15    4     1 0  1 0  1 1
   179   3.5527136788005009E-15    4     0 1  1 0  1 1
   180   1.7763568394002505E-15    4     0 0  2 0  1 1
   181   3.5527136788005009E-15    4     1 0  0 1  1 1
   182   3.5527136788005009E-15    4     0 1  0 1  1 1
   183   3.5527136788005009E-15    4     0 0  1 1  1 1
   184   1.7763568394002505E-15    4     0 0  0 2  1 1
   185   1.7763568394002505E-15    4     1 0  0 0  2 1
   186   1.7763568394002505E-15    4     0 1  0 0  2 1
   187   1.7763568394002505E-15    4     0 0  1 0  2 1
   188   1.7763568394002505E-15    4     0 0  0 1  2 1
   189   6.6613381477509392E-16    4     0 0  0 0  3 1
   190   8.8817841970012523E-16    4     2 0  0 0  0 2
   191   1.7763568394002505E-15    4     1 1  0 0  0 2
   192   8.8817841970012523E-16    4     0 2  0 0  0 2
   193   1.7763568394002505E-15    4     1 0  1 0  0 2
   194   1.7763568394002505E-15    4     0 1  1 0  0 2
   195   8.8817841970012523E-16    4     0 0  2 0  0 2
   196   1.7763568394002505E-15    4     1 0  0 1  0 2
   197   1.7763568394002505E-15    4     0 1  0 1  0 2
   198   1.7763568394002505E-15    4     0 0  1 1  0 2
   199   8.8817841970012523E-16    4     0 0  0 2  0 2
   200   1.7763568394002505E-15    4     1 0  0 0  1 2
   201   1.7763568394002505E-15    4     0 1  0 0  1 2
   202   1.7763568394002505E-15    4     0 0  1 0  1 2
   203   1.7763568394002505E-15    4     0 0  0 1  1 2
   204   8.8817841970012523E-16    4     0 0  0 0  2 2
   205   6.6613381477509392E-16    4     1 0  0 0  0 3
   206   6.6613381477509392E-16    4     0 1  0 0  0 3
   207   6.6613381477509392E-16    4     0 0  1 0  0 3
   208   6.6613381477509392E-16    4     0 0  0 1  0 3
   209   6.6613381477509392E-16    4     0 0  0 0  1 3
   210   1.6653345369377348E-16    4     0 0  0 0  0 4
