
 ini     :  R, NV =   6, MO =  4
 *******************************************************
     I   COEFFICIENT             ORDER   EXPONENTS
     1   5.2359877559829882E-01    0     0 0  0 0  0 0
     2   1.0000000000000000E+00    1     1 0  0 0  0 0
     3   1.0000000000000000E+00    1     0 1  0 0  0 0
     4   1.0000000000000000E+00    1     0 0  1 0  0 0
     5   1.0000000000000000E+00    1     0 0  0 1  0 0
     6   1.0000000000000000E+00    1     0 0  0 0  1 0
     7   1.0000000000000000E+00    1     0 0  0 0  0 1

 sin     :  R, NV =   6, MO =  4
 *******************************************************
     I   COEFFICIENT             ORDER   EXPONENTS
     1   4.9999999999999994E-01    0     0 0  0 0  0 0
     2   8.6602540378443871E-01    1     1 0  0 0  0 0
     3   8.6602540378443871E-01    1     0 1  0 0  0 0
     4   8.6602540378443871E-01    1     0 0  1 0  0 0
     5   8.6602540378443871E-01    1     0 0  0 1  0 0
     6   8.6602540378443871E-01    1     0 0  0 0  1 0
     7   8.6602540378443871E-01    1     0 0  0 0  0 1
     8  -2.4999999999999997E-01    2     2 0  0 0  0 0
     9  -4.9999999999999994E-01    2     1 1  0 0  0 0
    10  -2.4999999999999997E-01    2     0 2  0 0  0 0
    11  -4.9999999999999994E-01    2     1 0  1 0  0 0
    12  -4.9999999999999994E-01    2     0 1  1 0  0 0
    13  -2.4999999999999997E-01    2     0 0  2 0  0 0
    14  -4.9999999999999994E-01    2     1 0  0 1  0 0
    15  -4.9999999999999994E-01    2     0 1  0 1  0 0
    16  -4.9999999999999994E-01    2     0 0  1 1  0 0
    17  -2.4999999999999997E-01    2     0 0  0 2  0 0
    18  -4.9999999999999994E-01    2     1 0  0 0  1 0
    19  -4.9999999999999994E-01    2     0 1  0 0  1 0
    20  -4.9999999999999994E-01    2     0 0  1 0  1 0
    21  -4.9999999999999994E-01    2     0 0  0 1  1 0
    22  -2.4999999999999997E-01    2     0 0  0 0  2 0
    23  -4.9999999999999994E-01    2     1 0  0 0  0 1
    24  -4.9999999999999994E-01    2     0 1  0 0  0 1
    25  -4.9999999999999994E-01    2     0 0  1 0  0 1
    26  -4.9999999999999994E-01    2     0 0  0 1  0 1
    27  -4.9999999999999994E-01    2     0 0  0 0  1 1
    28  -2.4999999999999997E-01    2     0 0  0 0  0 2
    29  -1.4433756729740646E-01    3     3 0  0 0  0 0
    30  -4.3301270189221941E-01    3     2 1  0 0  0 0
    31  -4.3301270189221941E-01    3     1 2  0 0  0 0
    32  -1.4433756729740646E-01    3     0 3  0 0  0 0
    33  -4.3301270189221941E-01    3     2 0  1 0  0 0
    34  -8.6602540378443882E-01    3     1 1  1 0  0 0
    35  -4.3301270189221941E-01    3     0 2  1 0  0 0
    36  -4.3301270189221941E-01    3     1 0  2 0  0 0
    37  -4.3301270189221941E-01    3     0 1  2 0  0 0
    38  -1.4433756729740646E-01    3     0 0  3 0  0 0
    39  -4.3301270189221941E-01    3     2 0  0 1  0 0
    40  -8.6602540378443882E-01    3     1 1  0 1  0 0
    41  -4.3301270189221941E-01    3     0 2  0 1  0 0
    42  -8.6602540378443882E-01    3     1 0  1 1  0 0
    43  -8.6602540378443882E-01    3     0 1  1 1  0 0
    44  -4.3301270189221941E-01    3     0 0  2 1  0 0
    45  -4.3301270189221941E-01    3     1 0  0 2  0 0
    46  -4.3301270189221941E-01    3     0 1  0 2  0 0
    47  -4.3301270189221941E-01    3     0 0  1 2  0 0
    48  -1.4433756729740646E-01    3     0 0  0 3  0 0
    49  -4.3301270189221941E-01    3     2 0  0 0  1 0
    50  -8.6602540378443882E-01    3     1 1  0 0  1 0
    51  -4.3301270189221941E-01    3     0 2  0 0  1 0
    52  -8.6602540378443882E-01    3     1 0  1 0  1 0
    53  -8.6602540378443882E-01    3     0 1  1 0  1 0
    54  -4.3301270189221941E-01    3     0 0  2 0  1 0
    55  -8.6602540378443882E-01    3     1 0  0 1  1 0
    56  -8.6602540378443882E-01    3     0 1  0 1  1 0
    57  -8.6602540378443882E-01    3     0 0  1 1  1 0
    58  -4.3301270189221941E-01    3     0 0  0 2  1 0
    59  -4.3301270189221941E-01    3     1 0  0 0  2 0
    60  -4.3301270189221941E-01    3     0 1  0 0  2 0
    61  -4.3301270189221941E-01    3     0 0  1 0  2 0
    62  -4.3301270189221941E-01    3     0 0  0 1  2 0
    63  -1.4433756729740646E-01    3     0 0  0 0  3 0
    64  -4.3301270189221941E-01    3     2 0  0 0  0 1
    65  -8.6602540378443882E-01    3     1 1  0 0  0 1
    66  -4.3301270189221941E-01    3     0 2  0 0  0 1
    67  -8.6602540378443882E-01    3     1 0  1 0  0 1
    68  -8.6602540378443882E-01    3     0 1  1 0  0 1
    69  -4.3301270189221941E-01    3     0 0  2 0  0 1
    70  -8.6602540378443882E-01    3     1 0  0 1  0 1
    71  -8.6602540378443882E-01    3     0 1  0 1  0 1
    72  -8.6602540378443882E-01    3     0 0  1 1  0 1
    73  -4.3301270189221941E-01    3     0 0  0 2  0 1
    74  -8.6602540378443882E-01    3     1 0  0 0  1 1
    75  -8.6602540378443882E-01    3     0 1  0 0  1 1
    76  -8.6602540378443882E-01    3     0 0  1 0  1 1
    77  -8.6602540378443882E-01    3     0 0  0 1  1 1
    78  -4.3301270189221941E-01    3     0 0  0 0  2 1
    79  -4.3301270189221941E-01    3     1 0  0 0  0 2
    80  -4.3301270189221941E-01    3     0 1  0 0  0 2
    81  -4.3301270189221941E-01    3     0 0  1 0  0 2
    82  -4.3301270189221941E-01    3     0 0  0 1  0 2
    83  -4.3301270189221941E-01    3     0 0  0 0  1 2
    84  -1.4433756729740646E-01    3     0 0  0 0  0 3
    85   2.0833333333333332E-02    4     4 0  0 0  0 0
    86   8.3333333333333329E-02    4     3 1  0 0  0 0
    87   1.2500000000000000E-01    4     2 2  0 0  0 0
    88   8.3333333333333329E-02    4     1 3  0 0  0 0
    89   2.0833333333333332E-02    4     0 4  0 0  0 0
    90   8.3333333333333329E-02    4     3 0  1 0  0 0
    91   2.5000000000000000E-01    4     2 1  1 0  0 0
    92   2.5000000000000000E-01    4     1 2  1 0  0 0
    93   8.3333333333333329E-02    4     0 3  1 0  0 0
    94   1.2500000000000000E-01    4     2 0  2 0  0 0
    95   2.5000000000000000E-01    4     1 1  2 0  0 0
    96   1.2500000000000000E-01    4     0 2  2 0  0 0
    97   8.3333333333333329E-02    4     1 0  3 0  0 0
    98   8.3333333333333329E-02    4     0 1  3 0  0 0
    99   2.0833333333333332E-02    4     0 0  4 0  0 0
   100   8.3333333333333329E-02    4     3 0  0 1  0 0
   101   2.5000000000000000E-01    4     2 1  0 1  0 0
   102   2.5000000000000000E-01    4     1 2  0 1  0 0
   103   8.3333333333333329E-02    4     0 3  0 1  0 0
   104   2.5000000000000000E-01    4     2 0  1 1  0 0
   105   5.0000000000000000E-01    4     1 1  1 1  0 0
   106   2.5000000000000000E-01    4     0 2  1 1  0 0
   107   2.5000000000000000E-01    4     1 0  2 1  0 0
   108   2.5000000000000000E-01    4     0 1  2 1  0 0
   109   8.3333333333333329E-02    4     0 0  3 1  0 0
   110   1.2500000000000000E-01    4     2 0  0 2  0 0
   111   2.5000000000000000E-01    4     1 1  0 2  0 0
   112   1.2500000000000000E-01    4     0 2  0 2  0 0
   113   2.5000000000000000E-01    4     1 0  1 2  0 0
   114   2.5000000000000000E-01    4     0 1  1 2  0 0
   115   1.2500000000000000E-01    4     0 0  2 2  0 0
   116   8.3333333333333329E-02    4     1 0  0 3  0 0
   117   8.3333333333333329E-02    4     0 1  0 3  0 0
   118   8.3333333333333329E-02    4     0 0  1 3  0 0
   119   2.0833333333333332E-02    4     0 0  0 4  0 0
   120   8.3333333333333329E-02    4     3 0  0 0  1 0
   121   2.5000000000000000E-01    4     2 1  0 0  1 0
   122   2.5000000000000000E-01    4     1 2  0 0  1 0
   123   8.3333333333333329E-02    4     0 3  0 0  1 0
   124   2.5000000000000000E-01    4     2 0  1 0  1 0
   125   5.0000000000000000E-01    4     1 1  1 0  1 0
   126   2.5000000000000000E-01    4     0 2  1 0  1 0
   127   2.5000000000000000E-01    4     1 0  2 0  1 0
   128   2.5000000000000000E-01    4     0 1  2 0  1 0
   129   8.3333333333333329E-02    4     0 0  3 0  1 0
   130   2.5000000000000000E-01    4     2 0  0 1  1 0
   131   5.0000000000000000E-01    4     1 1  0 1  1 0
   132   2.5000000000000000E-01    4     0 2  0 1  1 0
   133   5.0000000000000000E-01    4     1 0  1 1  1 0
   134   5.0000000000000000E-01    4     0 1  1 1  1 0
   135   2.5000000000000000E-01    4     0 0  2 1  1 0
   136   2.5000000000000000E-01    4     1 0  0 2  1 0
   137   2.5000000000000000E-01    4     0 1  0 2  1 0
   138   2.5000000000000000E-01    4     0 0  1 2  1 0
   139   8.3333333333333329E-02    4     0 0  0 3  1 0
   140   1.2500000000000000E-01    4     2 0  0 0  2 0
   141   2.5000000000000000E-01    4     1 1  0 0  2 0
   142   1.2500000000000000E-01    4     0 2  0 0  2 0
   143   2.5000000000000000E-01    4     1 0  1 0  2 0
   144   2.5000000000000000E-01    4     0 1  1 0  2 0
   145   1.2500000000000000E-01    4     0 0  2 0  2 0
   146   2.5000000000000000E-01    4     1 0  0 1  2 0
   147   2.5000000000000000E-01    4     0 1  0 1  2 0
   148   2.5000000000000000E-01    4     0 0  1 1  2 0
   149   1.2500000000000000E-01    4     0 0  0 2  2 0
   150   8.3333333333333329E-02    4     1 0  0 0  3 0
   151   8.3333333333333329E-02    4     0 1  0 0  3 0
   152   8.3333333333333329E-02    4     0 0  1 0  3 0
   153   8.3333333333333329E-02    4     0 0  0 1  3 0
   154   2.0833333333333332E-02    4     0 0  0 0  4 0
   155   8.3333333333333329E-02    4     3 0  0 0  0 1
   156   2.5000000000000000E-01    4     2 1  0 0  0 1
   157   2.5000000000000000E-01    4     1 2  0 0  0 1
   158   8.3333333333333329E-02    4     0 3  0 0  0 1
   159   2.5000000000000000E-01    4     2 0  1 0  0 1
   160   5.0000000000000000E-01    4     1 1  1 0  0 1
   161   2.5000000000000000E-01    4     0 2  1 0  0 1
   162   2.5000000000000000E-01    4     1 0  2 0  0 1
   163   2.5000000000000000E-01    4     0 1  2 0  0 1
   164   8.3333333333333329E-02    4     0 0  3 0  0 1
   165   2.5000000000000000E-01    4     2 0  0 1  0 1
   166   5.0000000000000000E-01    4     1 1  0 1  0 1
   167   2.5000000000000000E-01    4     0 2  0 1  0 1
   168   5.0000000000000000E-01    4     1 0  1 1  0 1
   169   5.0000000000000000E-01    4     0 1  1 1  0 1
   170   2.5000000000000000E-01    4     0 0  2 1  0 1
   171   2.5000000000000000E-01    4     1 0  0 2  0 1
   172   2.5000000000000000E-01    4     0 1  0 2  0 1
   173   2.5000000000000000E-01    4     0 0  1 2  0 1
   174   8.3333333333333329E-02    4     0 0  0 3  0 1
   175   2.5000000000000000E-01    4     2 0  0 0  1 1
   176   5.0000000000000000E-01    4     1 1  0 0  1 1
   177   2.5000000000000000E-01    4     0 2  0 0  1 1
   178   5.0000000000000000E-01    4     1 0  1 0  1 1
